DATE,OPEN,HIGH,LOW,CLOSE,VOLUME,ADJ_CLOSE
24-NOV-2016,348,348.9,341.5,345.05,75059,345.05
23-NOV-2016,346,353,340.25,350.75,122790,350.75
22-NOV-2016,349,351.6,336.5,342.8,127098,342.8
21-NOV-2016,359,360.9,342.55,346.5,90467,346.5
18-NOV-2016,357,358.7,352.4,356.4,68923,356.4
17-NOV-2016,361,364.5,349.35,354.5,63632,354.5
16-NOV-2016,363.65,369.9,356.5,360.45,86353,360.45
15-NOV-2016,379.8,379.8,354.95,360,118832,360
11-NOV-2016,388.1,389.85,371.25,374.2,98370,374.2
10-NOV-2016,389,398.65,385,392.25,124767,392.25
09-NOV-2016,353,379.9,345,376.8,222493,376.8
08-NOV-2016,401,401.5,395,396.8,72721,396.8
07-NOV-2016,399.7,402,397.15,398.4,98763,398.4
04-NOV-2016,406.2,408,388.3,393.75,150493,393.75
03-NOV-2016,409.65,412.9,404.1,406.25,118892,406.25
02-NOV-2016,412,413.3,407.05,408.55,120241,408.55
01-NOV-2016,419,422.45,413.9,418.35,184330,418.35
28-OCT-2016,414.55,421.75,414.55,418.65,119756,418.65
27-OCT-2016,419.4,422,410.1,416.8,224794,416.8
26-OCT-2016,421.8,426.7,418,420.7,152663,420.7
25-OCT-2016,424.9,424.9,419.15,422.55,130875,422.55
24-OCT-2016,426.2,428.5,422.75,424.2,148195,424.2
21-OCT-2016,429.5,430.4,422.8,425.2,114459,425.2
